"name","Radius","Period","Discovery_method","star_mass","star_radius","star_temperature"
"Kepler-331 c",0.16768,17.28111,"transit",0.653,0.492,4347
"Kepler-331 d",0.14945,32.134328,"transit",0.653,0.492,4347
"Kepler-556 b",0.2,11.72292176,"transit",1,0.98,5740
"Kepler-508 b",0.146,25.30889748,"transit",1.16,1.25,6025
"HD 209458 b",1.38,3.52474859,"transit",1.148,1.146,6075
"KOI-135 b",1.22,3.02409309,"transit",1.27,1.38,6050
"Kepler-515 b",0.13,19.96371318,"transit",0.9,0.83,5293
"WASP-72 b",1.01,2.21672,"transit",1.23,1.37,6250
"Kepler-1077 b",0.247,34.3511874,"transit",1.02,1.02,5816
"Kepler-840 b",1.523,2.49577962,"transit",1.04,1.06,5920
"Kepler-1529 b",0.187,5.33905686,"transit",0.81,0.77,5048
"Kepler-742 b",0.289,8.36086824,"transit",0.76,0.71,4642
"Kepler-381 c",0.10207,13.391635,"transit",1.378,1.568,6152
"Kepler-381 b",0.09022,5.629021,"transit",1.378,1.568,6152
"Kepler-208 b",0.14854,4.22864,"transit",0.963,1.314,6092
"Kepler-208 c",0.12667,7.466623,"transit",0.963,1.314,6092
"Kepler-208 e",0.13487,16.259458,"transit",0.963,1.314,6092
"Kepler-208 d",0.10936,11.131786,"transit",0.963,1.314,6092
"Kepler-1101 b",0.22,81.3151059,"transit",0.94,0.91,5614
"EPIC 201393098 b",0.246,28.67992,"transit",0.97,0.96,5772
"Kepler-513 b",0.196,28.86235584,"transit",1.02,1.06,5849
"Kepler-1242 b",0.202,13.62798432,"transit",0.77,0.74,4895
"Kepler-957 b",0.491,5.90741354,"transit",0.81,0.75,4963
"Kepler-1244 b",0.12,3.70428172,"transit",1.46,1.77,6680
"Kepler-114 c",0.1367,8.041348,"transit",0.709,0.667,4605
"Kepler-114 b",0.11482,5.188549,"transit",0.709,0.667,4605
"Kepler-114 d",0.22054,11.776134,"transit",0.709,0.667,4605
"Kepler-598 b",0.134,3.70175428,"transit",0.87,0.86,5307
"Kepler-808 b",0.13,0.63133235,"transit",0.76,0.71,4653
"Kepler-85 b",0.16768,8.305738,"transit",0.941,0.893,5436
"Kepler-85 c",0.20778,12.512598,"transit",0.941,0.893,5436
"Kepler-85 d",0.10936,17.91323,"transit",0.941,0.893,5436
"Kepler-85 e",0.11574,25.216751,"transit",0.941,0.893,5436
"Kepler-1320 b",0.152,0.86838653,"transit",0.8,0.74,4817
"Kepler-856 b",0.83,8.02768059,"transit",0.96,0.93,5535
"WASP-91 b",1.03,1.798581,"Others",0.84,0.86,4920
"Kepler-713 b",0.221,7.411141,"transit",0.98,0.99,5785
"Kepler-256 c",0.19593,3.38802,"transit",1,1.301,5551
"Kepler-256 d",0.226,5.839172,"transit",1,1.301,5551
"Kepler-256 b",0.1449,1.620493,"transit",1,1.301,5551
"Kepler-256 e",0.21416,10.681572,"transit",1,1.301,5551
"Kepler-613 b",0.204,15.77979614,"transit",0.98,0.96,5723
"Kepler-1486 b",0.207,54.6495759,"transit",1.08,1.12,5965
"Kepler-267 b",0.18044,3.353728,"transit",0.552,0.555,4258
"Kepler-267 c",0.19411,6.87745,"transit",0.552,0.555,4258
"Kepler-267 d",0.20687,28.464515,"transit",0.552,0.555,4258
"Kepler-1442 b",0.351,81.4162941,"transit",1.34,1.44,6394
"WASP-12 b",1.736,1.0914222,"transit",1.35,1.599,6118
"Kepler-954 b",0.207,16.78176602,"transit",0.82,0.76,4990
"Kepler-634 b",0.169,5.16950177,"transit",1.03,1.24,6075
"OGLE-TR-132 b",1.227,1.689868,"transit",1.19,1.35,6210
"Kepler-669 b",0.431,4.12554687,"transit",1.15,1.2,6038
"Kepler-690 b",0.531,7.74809437,"transit",1.11,1.16,5913
"Kepler-380 b",0.10845,3.930821,"transit",1.11,1.224,6045
"Kepler-380 c",0.11574,7.630004,"transit",1.11,1.224,6045
"Kepler-1104 b",0.11,5.03728015,"transit",1.3,1.41,6417
"Kepler-919 b",0.201,11.04603384,"transit",1.15,1.21,6113
"WASP-84 b",0.975,8.5234865,"transit",0.854,0.768,5280
"Kepler-98 b",0.181349,1.54168,"transit",0.99,1.11,5539
"Kepler-901 b",0.122,3.51749439,"transit",0.59,0.57,4184
"WASP-104 b",1.137,1.7554137,"transit",1.076,0.963,5475
"Kepler-171 b",0.21324,4.166972,"transit",0.931,0.839,5642
"Kepler-171 c",0.23329,11.463462,"transit",0.931,0.839,5642
"Kepler-171 d",0.17224,39.595519,"transit",0.931,0.839,5642
"Kepler-1307 b",0.22,18.01621096,"transit",1.06,1.08,5884
"CoRoT-20 b",0.84,9.2,"transit",1.14,1.02,5880
"Kepler-1519 b",0.63,240.7989397,"transit",0.94,0.91,5644
"Kepler-346 b",0.24241,6.511127,"transit",1.02,1.021,6033
"Kepler-346 c",0.27977,23.851549,"transit",1.02,1.021,6033
"Kepler-323 c",0.14854,3.553822,"transit",1.16,1.178,5987
"Kepler-323 b",0.13032,1.678327,"transit",1.16,1.178,5987
"Kepler-590 b",0.359,5.85296257,"transit",1.1,1.15,6000
"Kepler-232 b",0.28068,4.431222,"transit",0.964,0.968,5847
"Kepler-232 c",0.34903,11.379349,"transit",0.964,0.968,5847
"Kepler-1039 b",0.13,0.93488424,"transit",0.79,0.74,4870
"Kepler-1365 b",0.082,7.69993485,"transit",1,1.05,5770
"Kepler-1365 c",0.071,4.77468005,"transit",1,1.05,5770
"Kepler-1095 b",0.108,4.27103091,"transit",0.94,0.92,5658
"TrES-2",1.169,2.470613402,"transit",0.983,1.003,5850
"Kepler-1128 b",0.326,61.6178167,"transit",0.94,0.91,5543
"Kepler-398 b",0.08475,4.081423,"transit",0.649,0.613,4493
"Kepler-398 c",0.09204,11.419412,"transit",0.649,0.613,4493
"Kepler-398 d",0.079,6.83437001,"transit",0.649,0.613,4493
"HATS-23 b",1.86,2.1605156,"transit",1.121,1.199,5780
"Kepler-1418 b",0.148,22.4764425,"transit",0.77,0.72,4770
"Kepler-1148 b",0.151,1.10446351,"transit",0.81,0.77,5054
"Kepler-1438 b",0.084,2.31942009,"transit",0.97,0.96,5530
"WASP-2 A b",1.117,2.15222144,"transit",0.89,0.84,5255
"WASP-109 b",1.443,3.3190233,"transit",0.91,1.346,6520
"Kepler-572 b",0.23,17.20523483,"transit",0.83,0.79,5212
"Kepler-1310 b",0.128,0.67933627,"transit",0.91,0.88,5549
"Kepler-1620 b",0.144,101.951829,"transit",1.15,1.23,6157
"Kepler-638 b",0.163,6.07972888,"transit",0.88,0.93,5382
"Kepler-551 b",0.244,12.3764661,"transit",0.65,0.63,4286
"EPIC 211913977 b",0.18,14.677286,"Others",0.8,0.73,4819
"K2-39 b",0.73,4.60543,"Others",1.53,3.88,4881
"Kepler-349 b",0.17315,5.929778,"transit",1.017,0.927,5956
"Kepler-349 c",0.17862,12.247629,"transit",1.017,0.927,5956
"Kepler-637 b",0.424,23.20584623,"transit",1.64,2.56,6096
"Kepler-1421 b",0.083,6.9131112,"transit",1.25,1.42,6335
"Kepler-701 b",0.253,10.35533177,"transit",0.88,0.84,5343
"Kepler-240 c",0.20049,7.953528,"transit",0.753,0.739,4985
"Kepler-240 b",0.12485,4.144495,"transit",0.753,0.739,4985
"Kepler-1355 b",0.13,1.28958811,"transit",0.88,0.83,5352
"Kepler-440 b",0.166,101.11141,"transit",0.575,0.559,4134
"Kepler-574 b",0.213,7.65880414,"transit",0.95,0.91,5612
"Kepler-1223 b",0.109,16.301259,"transit",0.8,0.75,4870
"HD 149026 b",0.718,2.8758916,"transit",1.3,1.497,6147
"Kepler-499 b",0.194,5.63252845,"transit",0.87,0.83,5312
"Kepler-1370 b",0.164,20.2641684,"transit",1.19,1.29,6202
"Kepler-1370 c",0.113,7.44142113,"transit",1.19,1.29,6202
"Kepler-1040 b",0.186,201.1214,"transit",0.98,0.96,5694
"WASP-90 b",1.63,3.916243,"transit",1.55,1.98,6430
"Kepler-219 b",0.26883,4.585512,"transit",1.171,1.491,5786
"Kepler-219 c",0.32625,22.714613,"transit",1.171,1.491,5786
"Kepler-219 d",0.25608,47.903645,"transit",1.171,1.491,5786
"Kepler-609 b",0.299,6.52121067,"transit",1.09,1.14,5971
"Kepler-1600 b",0.279,386.370548,"transit",0.86,0.82,5214
"KELT-12 b",1.79,5.03145,"transit",1.592,2.37,6278
"HIP 41378 b",0.26,15.5712,"transit",1.15,1.4,6199
"HIP 41378 c",0.228,31.6978,"transit",1.15,1.4,6199
"HIP 41378 d",0.353,157,"transit",1.15,1.4,6199
"HIP 41378 e",0.492,131,"transit",1.15,1.4,6199
"HIP 41378 f",0.91,324,"transit",1.15,1.4,6199
"Kepler-439 b",0.2,178.1396,"transit",0.884,0.866,5431
"Kepler-525 b",0.235,18.68404933,"transit",0.95,1.15,5573
"Kepler-1170 b",0.215,9.98969327,"transit",0.8,0.76,5069
"KOI-1894.01",0.66,5.28789787,"transit",1.41,3.79,4992
"Kepler-1316 b",0.316,87.9732136,"transit",1.04,1.12,5884
"Kepler-1032 b",0.167,3.29011795,"transit",0.77,0.71,4647
"Kepler-1616 b",0.091,6.76284377,"transit",1.21,1.34,6266
"Kepler-929 b",0.099,0.92103214,"transit",1.01,1.02,5869
"Kepler-716 b",0.259,10.37168453,"transit",0.83,0.78,5099
"KOI-188 b",0.978,3.79701816,"transit",0.93,0.86,5170
"Kepler-174 b",0.17862,13.98179,"transit",0.602,0.622,4880
"Kepler-174 c",0.13578,44.000529,"transit",0.602,0.622,4880
"Kepler-174 d",0.19958,247.35373,"transit",0.602,0.622,4880
"Kepler-1098 b",0.116,2.54307286,"transit",0.99,0.99,5794
"Kepler-1070 b",0.154,6.2216147,"transit",1.21,1.32,6261
"Kepler-599 b",0.253,15.65562652,"transit",0.83,0.79,5127
"Kepler-1184 b",0.239,53.5991044,"transit",1.05,1.07,5983
"Kepler-818 b",0.456,10.03538581,"transit",0.94,0.92,5638
"WASP-18 b",1.165,0.9414518,"transit",1.24,1.23,6400
"Kepler-897 b",0.213,8.0472642,"transit",1.03,1.04,5839
"Kepler-1624 b",0.509,3.29030452,"transit",0.5,0.47,3636
"Kepler-1013 b",0.192,18.93054959,"transit",0.81,0.76,4954
"Kepler-1248 b",0.105,7.46725407,"transit",1.21,1.21,6149
"Kepler-1613 b",0.186,1.5184299,"transit",1.08,1.12,6005
"Kepler-306 c",0.21416,7.240193,"transit",0.93,0.719,4954
"Kepler-306 b",0.13852,4.646186,"transit",0.93,0.719,4954
"Kepler-306 d",0.22509,17.326644,"transit",0.93,0.719,4954
"Kepler-306 e",0.20687,44.840975,"transit",0.93,0.719,4954
"Kepler-1617 b",0.107,27.4785572,"transit",1.15,1.22,6167
"Kepler-1044 b",0.238,6.77408868,"transit",1.08,1.11,5985
"WASP-65 b",1.112,2.3114243,"transit",0.93,1.01,5600
"Kepler-1508 b",0.119,20.7056504,"transit",1.14,1.22,6158
"Kepler-762 b",1.131,3.7705521,"transit",1.06,1.08,5944
"WASP-7 b",1.33,4.9546416,"transit",1.276,1.432,6400
"Kepler-602 b",0.186,15.28469497,"transit",1.08,1.13,6062
"Kepler-1313 b",0.157,3.83309118,"transit",0.92,0.85,5453
"Kepler-472 b",0.287,4.17625551,"transit",0.85,0.78,4996
"Kepler-813 b",0.191,19.12947337,"transit",0.95,0.93,5743
"Kepler-1015 b",0.317,16.00494214,"transit",1.49,1.81,6769
"EPIC 201549860 b",0.203,5.6084,"transit",0.73,0.69,4523
"Kepler-1597 b",0.095,2.94654179,"transit",1.25,1.39,6377
"Kepler-1468 b",0.154,8.23984869,"transit",1.04,1.05,5893
"Kepler-1468 c",0.103,3.54553021,"transit",1.04,1.05,5893
"Qatar-1 b",1.164,1.42002504,"transit",0.85,0.8,4910
"Kepler-1203 b",0.095,0.58800076,"transit",0.64,0.61,4105
"Kepler-723 b",1.088,4.08227507,"transit",0.92,0.89,5539
"WASP-85 A b",1.24,2.6556777,"transit",1.09,0.935,6112
"Kepler-1638 b",0.167,259.33683,"transit",0.97,0.95,5710
"Kepler-1151 b",0.198,65.6478424,"transit",0.88,0.85,5470
"Kepler-498 b",0.27,9.61375356,"transit",0.98,0.96,5744
"Kepler-473 b",0.364,14.55731705,"transit",1.06,1.34,5816
"Kepler-904 b",0.158,3.02166863,"transit",1.16,1.25,6160
"Kepler-198 b",0.25699,17.790037,"transit",0.958,0.94,5574
"Kepler-198 c",0.22509,49.567416,"transit",0.958,0.94,5574
"Kepler-198 d",0.136,1.31184443,"transit",0.958,0.94,5574
"EPIC 201617985 b",0.164,7.28161,"transit",0.52,0.49,3742
"Kepler-747 b",0.47,35.61760587,"transit",0.82,0.78,5096
"Kepler-471 b",1.335,5.01423457,"transit",1.49,1.8,6733
"Kepler-857 b",0.607,85.35129427,"transit",0.99,0.99,5773
"Kepler-665 b",0.232,16.01310205,"transit",0.79,0.74,4913
"Kepler-928 b",0.142,3.9324613,"transit",0.73,0.7,4700
"Kepler-629 b",0.123,7.2385854,"transit",0.93,0.84,5444
"Kepler-120 b",0.19593,6.312501,"transit",0.654,0.534,4096
"Kepler-120 c",0.13943,12.794585,"transit",0.654,0.534,4096
"Kepler-1302 b",0.128,8.83922659,"transit",0.86,0.82,5236
"Kepler-1129 b",0.264,24.3397804,"transit",1,1,5831
"Kepler-1129 c",0.244,76.5369586,"transit",1,1,5831
"Kepler-390 b",0.07473,6.738088,"transit",0.844,0.776,5166
"Kepler-390 c",0.07199,13.060022,"transit",0.844,0.776,5166
"Kepler-1531 b",0.099,1.13854338,"transit",1.16,1.27,6260
"Kepler-1186 b",0.199,16.07677615,"transit",0.95,0.93,5635
"Kepler-1382 b",0.168,16.3583055,"transit",1.36,1.72,6161
"Kepler-724 b",0.294,3.31494634,"transit",0.9,0.86,5437
"HD 219134 b",0.1433,3.0931,"RV",0.794,0.778,4699
"KOI-523.02",0.26428,36.855,"transit",0.93,0.98,6197
"KOI-523.01",0.64703,49.412,"transit",0.93,0.98,6197
"Kepler-1270 b",0.296,6.03356196,"transit",1.28,3.38,5047
"Kepler-1274 b",0.127,6.98152703,"transit",1.45,2.17,6179
"Kepler-1415 b",0.115,0.63642408,"transit",0.89,0.84,5267
"CoRoT-13 b",0.885,4.03519,"transit",1.09,1.01,5945
"Kepler-960 b",0.204,3.12686223,"transit",0.77,0.72,4755
"Kepler-976 b",0.353,105.9564148,"transit",0.87,0.83,5232
"Kepler-1383 b",0.126,13.9093583,"transit",1.26,1.44,6370
"Kepler-201 b",0.22418,25.672083,"transit",1.177,1.229,6065
"Kepler-201 c",0.25972,151.884058,"transit",1.177,1.229,6065
"Kepler-393 b",0.11756,9.182417,"transit",1.38,1.382,6189
"Kepler-393 c",0.1212,14.613612,"transit",1.38,1.382,6189
"Kepler-1000 b",0.425,120.0181272,"transit",1.4,1.51,6453
"Kepler-1369 b",0.24,25.873148,"transit",0.99,0.99,5761
"Kepler-911 b",0.232,20.310501,"transit",1.34,1.99,6112
"Kepler-535 b",0.211,4.90332155,"transit",1.18,1.27,6123
"Kepler-1007 b",0.128,5.18500207,"transit",0.73,0.7,4587
"EPIC 211969807 b",0.17,1.97419,"Others",0.51,0.48,3660
"Kepler-368 b",0.29708,26.84768,"transit",0.97,2.019,5502
"Kepler-368 c",0.35359,72.379334,"transit",0.97,2.019,5502
"Kepler-452 b",0.148542,384.843,"transit",1.037,1.11,5757
"Kepler-238 e",0.75274,23.653647,"transit",0.97,1.43,5751
"Kepler-238 d",0.27977,13.233549,"transit",0.97,1.43,5751
"Kepler-238 c",0.2178,6.155557,"transit",0.97,1.43,5751
"Kepler-238 b",0.15766,2.090876,"transit",0.97,1.43,5751
"Kepler-238 f",0.25152,50.44411,"transit",0.97,1.43,5751
"Kepler-835 b",0.249,11.41909375,"transit",1.08,1.11,5954
"Kepler-533 b",0.302,28.51120525,"transit",0.78,0.72,4758
"Kepler-1053 b",0.087,2.41435165,"transit",0.74,0.69,4529
"KIC 10525077 b",0.491,854.083,"transit",1.01,1.01,6091
"KOI-5800.01",0.1213,11.0068817,"transit",1.01,1.01,6091
"Kepler-1583 b",0.054,9.32807355,"transit",0.94,0.91,5645
"Kepler-539 b",0.747,125.63243,"transit",1.05,0.95,5820
"WASP-94 A b",1.72,3.9501907,"transit",1.29,1.36,6170
"Kepler-366 b",0.13305,3.281959,"transit",1.1,1.048,6209
"Kepler-366 c",0.16312,12.51616,"transit",1.1,1.048,6209
"WASP-97 b",1.13,2.07276,"transit",1.12,1.06,5640
"POTS-1 b",0.941,3.1606296,"transit",0.695,0.588,4400
"Kepler-871 b",0.334,22.0459018,"transit",1.11,1.14,5993
"Kepler-32 b",0.19137,5.901263,"transit",0.58,0.53,3900
"Kepler-32 c",0.20231,8.752212,"transit",0.58,0.53,3900
"Kepler-32 d",0.2178,22.780815,"transit",0.58,0.53,3900
"Kepler-32 e",0.10024,2.896027,"transit",0.58,0.53,3900
"Kepler-32 f",0.0729,0.74295,"transit",0.58,0.53,3900
"KOI-1873.02",0.2096,34.921,"transit",0.98,0.97,6134
"KOI-1873.01",0.4921,71.312,"transit",0.98,0.97,6134
"WASP-22 b",1.158,3.5327313,"transit",1.1,1.13,6000
"Kepler-1381 b",0.201,25.3842686,"transit",0.96,0.94,5747
"Kepler-1092 b",0.185,58.6017925,"transit",0.99,1,5862
"Kepler-1350 b",0.225,4.4968604,"transit",0.55,0.53,3827
"Kepler-1350 c",0.154,1.76678906,"transit",0.55,0.53,3827
"HATS-30 b",1.175,3.1743516,"transit",1.093,1.061,5943
"Kepler-1532 b",0.12,1.09366356,"transit",0.91,0.88,5559
"Kepler-430 b",0.29,35.968,"transit",1.166,1.485,5884
"Kepler-430 c",0.156,110.979,"transit",1.166,1.485,5884
"Kepler-975 b",0.132,1.97034246,"transit",0.8,0.75,4897
"Kepler-292 f",0.21416,20.834237,"transit",0.834,0.826,5299
"Kepler-292 d",0.20322,7.055679,"transit",0.834,0.826,5299
"Kepler-292 e",0.24332,11.97901,"transit",0.834,0.826,5299
"Kepler-292 c",0.13396,3.715335,"transit",0.834,0.826,5299
"Kepler-292 b",0.12029,2.580827,"transit",0.834,0.826,5299
"Kepler-374 c",0.10024,3.282807,"transit",1.03,0.911,5977
"Kepler-374 d",0.11938,5.028219,"transit",1.03,0.911,5977
"Kepler-374 b",0.09386,1.897806,"transit",1.03,0.911,5977
"Kepler-1122 b",0.182,42.1917357,"transit",0.92,0.89,5544
"JS 183 b",0.32,10.134588,"transit",0.44,0.44,3325
"Kepler-995 b",0.241,28.26731672,"transit",0.83,0.8,5206
"Kepler-872 b",0.178,2.57885507,"transit",1.05,1.08,5902
"WASP-41 b",1.18,3.052404,"transit",0.93,0.87,5545
"Kepler-1317 b",0.139,0.56887443,"transit",0.83,0.79,5144
"Kepler-910 b",0.073,2.36436901,"transit",1.26,1.5,6230
"Kepler-1455 b",0.193,49.276764,"transit",0.62,0.6,4075
"Kepler-772 b",0.162,12.99207337,"transit",0.98,1.11,5714
"Kepler-1190 b",0.119,10.45843441,"transit",0.76,0.72,4730
"EPIC 201384232 b",0.23,30.94191,"transit",0.97,0.96,5850
"Kepler-59 b",0.100243,11.8681707,"transit",1.04,0.94,6074
"Kepler-59 c",0.180438,17.9801235,"transit",1.04,0.94,6074
"Kepler-828 b",0.135,0.56785714,"transit",0.81,0.77,5039
"Kepler-881 b",0.159,4.44448017,"transit",1.06,1.09,5961
"Kepler-1247 b",0.208,13.71220213,"transit",0.86,0.82,5303
"Kepler-479 b",0.189,12.49341307,"transit",0.86,0.81,5247
"Kepler-1372 b",0.113,1.31155557,"transit",0.98,0.97,5677
"Kepler-1552 b",0.22,184.771853,"transit",0.85,0.78,5202
"HAT-P-33 b",1.827,3.474474,"transit",1.403,1.777,6446
"Kepler-627 b",0.333,40.6994443,"transit",1.3,1.49,6424
"Kepler-121 b",0.21324,3.177422,"transit",0.859,0.701,5311
"Kepler-121 c",0.20687,41.008011,"transit",0.859,0.701,5311
"Kepler-1083 b",0.3,33.4177993,"transit",0.81,0.77,5049
"GJ 1132 b",0.105711,1.62893,"transit",0.181,0.207,3270
"Kepler-651 b",0.211,21.38521506,"transit",0.92,0.87,5522
"Kepler-258 b",0.36999,13.19722,"transit",0.7,0.915,4942
"Kepler-258 c",0.32898,33.653079,"transit",0.7,0.915,4942
"WASP-57 b",0.916,2.838971,"transit",1.01,1.32,5600
"Kepler-541 b",0.3,5.08005848,"transit",1.41,2.06,6166
"Kepler-937 b",0.332,67.668827,"transit",1.15,1.22,6095
"Kepler-937 c",0.238,153.343364,"transit",1.15,1.22,6095
"WASP-52 b",1.27,1.7497798,"transit",0.87,0.79,5000
"Kepler-615 b",0.155,10.35584657,"transit",0.73,0.69,4655
"Kepler-1450 b",0.153,54.5094166,"transit",0.71,0.68,4524
"Kepler-766 b",0.302,6.10027804,"transit",1.1,1.15,5992
"HATS-16 b",1.3,2.686502,"transit",0.97,1.238,5738
"Kepler-1528 b",0.13,1.79111021,"transit",1.03,1.03,5857
"Kepler-1580 b",0.188,56.6449279,"transit",1.47,2.15,6228
"HATS-19 b",1.66,4.569673,"transit",1.303,1.74,5896
"Kepler-1287 b",0.137,11.47685909,"transit",0.96,0.94,5715
"WASP-141 b",1.21,3.310651,"transit",1.25,1.37,5900
"Kepler-588 b",0.235,4.22162536,"transit",1.01,1,5835
"PH-2 b",0.9,282.5255,"transit",0.94,1,5629
"Kepler-1288 b",0.1,2.76122421,"transit",1.2,1.29,6132
"Kepler-511 b",0.567,296.637865,"transit",1,1.2,5770
"Kepler-197 c",0.11209,10.349695,"transit",0.864,1.12,6004
"Kepler-197 d",0.11118,15.677563,"transit",0.864,1.12,6004
"Kepler-197 b",0.09295,5.599308,"transit",0.864,1.12,6004
"Kepler-197 e",0.08293,25.209715,"transit",0.864,1.12,6004
"Kepler-607 b",0.078,0.6381632,"transit",0.84,0.8,5196
"Kepler-633 b",0.145,8.50340718,"transit",1.02,1.15,5899
"Kepler-1637 b",0.079,6.10960324,"transit",1.02,1.02,5789
"Kepler-765 b",0.217,27.6655226,"transit",1.05,1.06,5901
"CoRoT-6 b",1.166,8.886593,"transit",1.05,1.025,6090
"HATS-25 b",1.26,4.2986432,"transit",0.994,1.107,5715
"Kepler-1192 b",0.211,25.2034787,"transit",0.86,0.83,5438
"Kepler-1075 b",0.127,1.52372816,"transit",0.56,0.54,3959
"Kepler-301 b",0.12303,2.508553,"transit",0.97,0.9,5815
"Kepler-301 d",0.15948,13.751243,"transit",0.97,0.9,5815
"Kepler-301 c",0.12303,5.419026,"transit",0.97,0.9,5815
"Kepler-185 c",0.18408,20.729042,"transit",0.773,0.806,5208
"Kepler-185 b",0.10662,1.6329,"transit",0.773,0.806,5208
"Kepler-694 b",0.25,6.36584161,"transit",0.97,0.95,5700
"Kepler-140 b",0.14672,3.25427,"transit",1.207,1.288,6077
"Kepler-140 c",0.16403,91.353282,"transit",1.207,1.288,6077
"Kepler-680 b",0.216,3.68992629,"transit",1.08,1.11,5890
"Kepler-1238 b",0.172,4.14787559,"transit",1.3,1.48,6386
"Kepler-67 b",0.267923,15.7259,"transit",0.865,0.778,5331
"Kepler-50 b",0.155832,7.81254,"transit",1.24,1.58,6225
"Kepler-50 c",0.1977527,9.37647,"transit",1.24,1.58,6225
"Kepler-1367 b",0.082,1.57409027,"transit",0.62,0.6,4106
"Kepler-636 b",0.397,16.08066115,"transit",0.85,0.8,5203
"Kepler-1376 b",0.094,5.30880656,"transit",0.98,0.97,5659
"Kepler-1234 b",0.251,11.94014029,"transit",0.8,0.76,4967
"Kepler-492 b",0.856,11.72012266,"transit",0.94,0.91,5527
"Kepler-424 b",0.89,3.3118644,"transit",1.01,0.94,5460
"Kepler-867 b",0.414,150.242127,"transit",0.92,0.91,5541
"Kepler-236 c",0.18226,23.968127,"transit",0.549,0.51,3750
"Kepler-236 b",0.14307,8.295611,"transit",0.549,0.51,3750
"Kepler-814 b",0.189,6.1469851,"transit",1.15,1.22,6162
"Kepler-231 c",0.17588,19.271566,"transit",0.58,0.49,3767
"Kepler-231 b",0.15766,10.065275,"transit",0.58,0.49,3767
"Kepler-718 b",1.477,2.0523499,"transit",1.18,1.3,6191
"CoRoT-14 b",1.09,1.51214,"transit",1.13,1.21,6035
"Kepler-497 b",0.539,3.57320367,"transit",1.09,1.11,5834
"Kepler-788 b",0.227,8.39846269,"transit",1.16,1.23,6159
"WASP-75 b",1.27,2.484193,"transit",1.14,1.26,6100
"Kepler-291 b",0.19684,3.546511,"transit",1.01,1.016,6002
"Kepler-291 c",0.17132,5.700786,"transit",1.01,1.016,6002
"Kepler-898 b",0.133,5.8706191,"transit",0.65,0.62,4223
"KELT-15 b",1.443,3.329441,"transit",1.181,1.481,6003
"Kepler-100 c",0.200487,12.8159,"transit",1.08,1.49,5825
"Kepler-100 b",0.120292,6.88705,"transit",1.08,1.49,5825
"Kepler-100 d",0.14672,35.3331,"transit",1.08,1.49,5825
"Kepler-406 b",0.130316,2.42629,"transit",1.07,1.07,5538
"Kepler-406 c",0.077461,4.62332,"transit",1.07,1.07,5538
"Kepler-24 c",0.36179,12.33336,"transit",1.02,1.289,5897
"Kepler-24 b",0.31258,8.145207,"transit",1.02,1.289,5897
"Kepler-24 e",0.25334,18.998355,"transit",1.02,1.289,5897
"Kepler-24 d",0.15219,4.244384,"transit",1.02,1.289,5897
"Kepler-1643 b",0.205,5.34264507,"transit",0.92,0.88,5508
"Kepler-1293 b",0.087,5.57654784,"transit",1.18,1.28,6241
"Kepler-1410 b",0.159,60.866168,"transit",0.63,0.6,4092
"Kepler-970 b",0.247,16.73652231,"transit",0.7,0.67,4511
"WASP-54 b",1.653,3.6936411,"transit",1.15,1.4,6100
"Kepler-536 b",0.277,1.8270823,"transit",0.92,0.89,5524
"Kepler-895 b",0.137,2.80624233,"transit",0.65,0.61,4315
"EPIC 201613023 b",0.214,8.28212,"transit",1.01,1.01,5800
"Kepler-1510 b",0.3,84.703921,"transit",1.19,1.28,6200
"Kepler-172 b",0.21416,2.940309,"transit",0.85,1.085,5526
"Kepler-172 c",0.26063,6.388996,"transit",0.85,1.085,5526
"Kepler-172 d",0.20504,14.627119,"transit",0.85,1.085,5526
"Kepler-172 e",0.25152,35.118736,"transit",0.85,1.085,5526
"Kepler-1321 b",0.439,11.12830484,"transit",0.54,0.53,4094
"Kepler-1321 c",0.214,2.22649109,"transit",0.54,0.53,4094
"Kepler-212 c",0.2497,31.805174,"transit",1.166,1.455,5852
"Kepler-212 b",0.09933,16.257582,"transit",1.166,1.455,5852
"Kepler-1189 b",0.158,3.78858982,"transit",1.11,1.16,6012
"Kepler-1476 b",0.149,10.35863224,"transit",0.98,0.96,5663
"WASP-46 b",1.31,1.43037,"transit",0.956,0.917,5620
"Kepler-946 b",0.172,11.79162572,"transit",0.94,0.93,5665
"Kepler-1623 b",0.117,4.36128348,"transit",1,1,5772
"Kepler-356 c",0.16495,13.121632,"transit",1.13,1.335,6133
"Kepler-356 b",0.14307,4.612696,"transit",1.13,1.335,6133
"Kepler-187 c",0.24332,10.640263,"transit",1,1.287,6105
"Kepler-187 b",0.12849,4.938864,"transit",1,1.287,6105
"Kepler-1429 b",0.115,4.48487493,"transit",1.05,1.07,5902
"Kepler-1503 b",0.203,96.16987,"transit",0.77,0.74,5069
"Kepler-1614 b",0.133,3.9466141,"transit",0.79,0.76,5121
"WASP-37 b",1.136,3.577471,"transit",0.849,0.977,5800
"Kepler-561 b",0.621,58.3620495,"transit",0.96,0.94,5646
"Kepler-561 c",0.239,5.35016198,"transit",0.96,0.94,5646
"Kepler-7 b",1.62,4.885525,"transit",1.32,1.96,6027
"HAT-P-14 b",1.2,4.627657,"transit",1.386,1.468,6600
"Kepler-1464 b",0.148,31.7785901,"transit",1.02,1.01,5828
